NORMALIZED_COLUMN_HEADER	DISPLAY_NAME	DESCRIPTIONS	DATATYPE	PRIORITY	ATTRIBUTE_TYPE
STEAP	STEAP	STEAP.	STRING	1	SAMPLE
STEPHANSON_5YR_NOMOGRAM	stephanson 5yr nomogram	stephanson 5yr nomogram	STRING	1	SAMPLE
STES_CIN_GS	STES CIN GS	STES CIN GS	STRING	1	SAMPLE
STES_UNIQUE_ANATOMIC_SITE	STES Unique Anatomic Site	STES Unique Anatomic Site	STRING	1	SAMPLE
STES_UNIQUE_ANATOMIC_SITE_GEACIN_SAMPLES_NUMERIC_CODING	STES Unique Anatomic Site - GEA-CIN Samples - Numeric coding	STES Unique Anatomic Site - GEA-CIN Samples - Numeric coding	STRING	1	SAMPLE
STES_UNIQUE_ANATOMIC_SITE_NUMERIC_CODING	STES Unique Anatomic Site - Numeric coding	STES Unique Anatomic Site - Numeric coding	STRING	1	SAMPLE
STG_GRP_NAME	Stg Group Name	Stg Group Name	STRING	1	SAMPLE
STIME	STIME	STIME.	STRING	1	PATIENT
STOOL_BLOOD_MONTHS	Stool Blood Months	Stool Blood Months	STRING	1	PATIENT
STOOL_IN_BLOOD	Stool in Blood	Stool in Blood	STRING	1	PATIENT
STOP_DATE	Stop Date	The last date of the of the treatment(days)	NUMBER	1	PATIENT
STOP_DATE_BIRTH_DATE	Stop Date Calculated from DOB	Stop Date Calculated from DOB	NUMBER	1	PATIENT
STRAIN	Strain	Strain	STRING	1	SAMPLE
STROMAL_SCORE	ESTIMATE Stromal Score	Stromal Score by ESTIMATE	NUMBER	1	SAMPLE
STROMA_PERCENTAGE	% Stroma	% Stroma	NUMBER	1	SAMPLE
STRUCTURAL_VARIANTS	Structural Variants	Structural variants from WGS.	STRING	1	SAMPLE
STR_STATUS	STR (affected/tested)	Short Tandem Repeat Ratio	STRING	1	SAMPLE
STR_TESTED	STR Tested	STR Tested	STRING	1	SAMPLE
STS_SRCE_DESC	The Source Of The Last Known Disease Status	Indicates the source of the last known disease status. In EMR check the most recent note indicating the patient̢���s last known disease status and by which source the date and status were updated.	STRING	1	PATIENT
STUDY	Study	Study.	STRING	1	PATIENT
STUDY_ARM	study arm	study arm	STRING	1	PATIENT
STUDY_ID	Study ID	Study Identifier	STRING	1	PATIENT
SU2C_SAMPLE_ID	SU2C Sample Id	SU2C sample id.	STRING	1	SAMPLE
SUBCLONAL_GENOMIC_FRACTION	Subclone Genomic Fraction	Subclone Genomic Fraction	STRING	1	SAMPLE
SUBGROUP	Subgroup	Subgroup	STRING	1	PATIENT
SUBMITTED_TUMOR_DX_DAYS_TO	Submitted tumor dx days to	Days to submitted specimen dx	NUMBER	1	PATIENT
SUBSEQUENT_CANCERS	Subsequent Cancers	Subsequent Cancers	STRING	1	PATIENT
SUBSEQUENT_RX	Subsequent Rx	Subsequent Rx	STRING	1	PATIENT
SUBSTITUTION	Substitution	Substitution Mutations	STRING	1	SAMPLE
SUBTYPE	Subtype	Subtype	STRING	1	PATIENT
SUBTYPE_DETAILS	Subtype Details	Subtype Details	STRING	1	PATIENT
SUB_CLONES	Subclones	Subclones detected by WGS.	STRING	1	SAMPLE
SUB_SITE	Sub-site	Sub-site.	STRING	1	SAMPLE
SUFU_MUTATION	SUFU Mutation	SUFU Mutation	STRING	1	SAMPLE
SUN_EXPOSURE	Exposure to Sun	Exposure to Sun	STRING	1	PATIENT
SUPERFICIAL_DX_HISTORY	Superficial Dx History	Superficial Dx History	STRING	1	SAMPLE
SUPERVISED_DNA_METHYLATION_CLUSTER	Supervised DNA Methylation Cluster	Supervised DNA Methylation Cluster	STRING	1	SAMPLE
SUPRATENTORIAL_LOCALIZATION	Supratentorial Localization	Supratentorial localization.	STRING	1	SAMPLE
SURGERY	Surgery	Surgery.	STRING	1	PATIENT
SURGERY_AT_DX	MedR Surgery at Diagnosis	Surgery performed within 6 months of diagnosis	STRING	1	PATIENT
SURGERY_AT_MSKCC	Surgery At MSKCC	Surgery At MSKCC	STRING	1	PATIENT
SURGERY_DETAILS	Surgery Details	Details on type of surgery	STRING	1	PATIENT
SURGERY_FOR_POSITIVE_MARGINS	Surgery for positive margins	Breast carcinoma primary surgical procedure name	STRING	1	SAMPLE
SURGERY_FOR_POSITIVE_MARGINS_OTHER	Surgery for positive margins other	Breast neoplasm other surgical procedure descriptive text	STRING	1	SAMPLE
SURGERY_HISTORY	surgery history	surgery history	STRING	1	PATIENT
SURGERY_MET	Surgery Met	Surgery Met	STRING	1	SAMPLE
SURGERY_PROCEDURE	Surgery Procedure	Surgery Procedure	STRING	1	PATIENT
SURGERY_SITE	Site of Surgery	Site of Surgery	STRING	1	SAMPLE
SURGICAL_APPROACH_AT_DIAGNOSIS	Surgical approach at diagnosis	Surgical approach at diagnosis	STRING	1	PATIENT
SURGICAL_MARGIN	Surgical Margin	Surgical Margin	STRING	1	PATIENT
SURGICAL_PROCEDURE_FIRST	Surgical procedure first	Breast carcinoma surgical procedure name	STRING	1	SAMPLE
SURGICAL_PROCEDURE_OTHER	Surgical procedure other	Surgical procedure other	STRING	1	PATIENT
SURVIVAL_AFTER_BIOPSY_MONTHS	survival after biopsy months	survival after biopsy months	STRING	1	SAMPLE
SURVIVAL_DATA_FORM	Survival Data Form	Survival Data Form	STRING	1	SAMPLE
SURVIVAL_FROM_FIRST_CHEMOTHERAPY	Survival from First Chemotherapy	Survival from first chemotherapy.	NUMBER	1	PATIENT
SURVIVAL_FROM_FIRST_HORMONE_THERAPY	Survival from First Hormone Therapy	Survival from first hormone therapy	NUMBER	1	PATIENT
SUSPECTED_PRIMARY	Suspected primary	Suspected primary	STRING	1	PATIENT
SUV_OF_PLEURA_MAX	SUV of Pleura Max	SUV of Pleura Max	NUMBER	1	PATIENT
SVEGF	Svegf	Svegf	NUMBER	1	PATIENT
SVEGFMED	Svegfmed	Svegfmed	NUMBER	1	PATIENT
SVI	svi	svi	STRING	1	SAMPLE
SVMEDBASE	Svmedbase	Svmedbase	NUMBER	1	PATIENT
SYMP_CHANGES_MENTAL_STATUS	Symp changes mental status	Symp changes mental status	STRING	1	PATIENT
SYMP_CHANGES_MOTOR_MOVEMENT	Symp changes motor movement	Symp changes motor movement	STRING	1	PATIENT
SYMP_CHANGES_SENSORY	Symp changes sensory	Symp changes sensory	STRING	1	PATIENT
SYMP_CHANGES_VISUAL	Symp changes visual	Symp changes visual	STRING	1	PATIENT
SYNCHRONOUS_COLON_CANCER_PRESENT	Synchronous Colon Cancer Present	Yes/No indicator to determine presence or absence of synchronous colon cancer.	STRING	1	SAMPLE
SYNCHRONOUS_DISEASE	Synchronous Disease	Synchronous Disease	STRING	1	PATIENT
SYNCHRONOUS_TUMOR_HISTOLOGY_PCT	Synchronous tumor histology pct	Synchronous tumor histology pct	STRING	1	SAMPLE
SYNONYMS	Synonyms	Synonyms.	STRING	1	PATIENT
SYNOVIAL_SS18SSX_FUSION_STATUS	Synovial ss18ssx fusion status	Synovial ss18ssx fusion status	STRING	1	SAMPLE
SYNOVIAL_SS18SSX_TESTING_METHOD	Synovial ss18ssx testing method	Synovial ss18ssx testing method	STRING	1	SAMPLE
SYN_IHC	SYN IHC	SYN IHC	STRING	1	SAMPLE
SYSTEMIC_DISEASE_STATUS	Systemic disease status	Systemic disease status	STRING	1	PATIENT
SYSTEMIC_THERAPY	Systemic Therapy	Systemic Therapy	STRING	1	PATIENT
SYSTEMIC_TREATMENT	Systemic Treatment	Systemic Treatment	STRING	1	PATIENT
SYSTEMIC_TREATMENTS_OTHER	Systemic Treatments Other	Systemic Treatments Other	STRING	1	PATIENT
SYSTEM_VERSION	System Version	System Version	STRING	1	PATIENT
SYS_DESC	There Are/Is Metastases To Distant Skin/Soft Tissue, Nonregional Lymph Nodes And/Or Visceral Sites	Describes site of first recurrence of patient̢���s primary melanoma.  Indicates if there are/is Metastases to distant skin/soft tissue, nonregional lymph nodes and/or visceral sites.	STRING	1	SAMPLE
S_100_STAIN	S-100 stain	S-100 Stain	STRING	1	SAMPLE
S_STAGE	S Stage	S indicates the serum (blood) levels of tumor markers that are made by some testicular cancers	STRING	1	SAMPLE
TARGETED_MOLECULAR_THERAPY	Adjuvant Postoperative Targeted Therapy Administered Indicator	Text term to signify postoperative adjuvant cancer therapies which use drugs to act upon specific molecules, metabolic pathways or processes involved in carcinogenesis, tumor growth, or tumor spread. [Manually-curated]	STRING	1	PATIENT
TARGETED_SEQ	Targeted Sequence	Targeted Sequence	STRING	1	SAMPLE
TARGET_ID	target id	target id	STRING	1	SAMPLE
TARGET_THERAPY	Target Therapy	Did the patient recieve target therapy	STRING	1	PATIENT
TARGET_THERAPY_NAME	Target Therapy name	Target Therapy name	STRING	1	SAMPLE
TCF3_PBX1_STATUS	TCF3-PBX1 Status	TCF3-PBX1 Status	STRING	1	SAMPLE
TCGA_SMOKING_CATEGORY	TCGA Smoking Category	TCGA Smoking Category	STRING	1	SAMPLE
TCR_GAMMA_BETA	TCR Gamma or Beta (TCRB or TCRG)	TCR Gamma or Beta (TCRB or TCRG)	STRING	1	SAMPLE
TCR_GENE_REARRANGEMENT	TCR Gene Rearrangement	TCR Gene Rearrangement	STRING	1	SAMPLE
TELOMERE_LENGTH_ESTIMATE_IN_BLOOD_NORMAL_KB	Telomere length estimate in blood normal (Kb)	Telomere length estimate in blood normal (Kb)	STRING	1	SAMPLE
TELOMERE_LENGTH_ESTIMATE_IN_TUMOR_KB	Telomere length estimate in tumor (Kb)	Telomere length estimate in tumor (Kb)	STRING	1	SAMPLE
TELOMERE_MAINTENANCE	Telomere Maintenance	Telomere Maintenance	STRING	1	SAMPLE
TEL_STATUS	TEL Status	TEL status.	STRING	1	PATIENT
TEMOZOLOMIDE_CONCURRENT_WITH_XRT	Temozolomide Concurrent with XRT	Temozolomide Concurrent with XRT	STRING	1	PATIENT
TEMOZOLOMIDE_TREATMENT	Temozolomide Treatment	Temozolomide Treatment	STRING	1	PATIENT
TENESMUS_WEEKS	Tenesmus (Weeks)	Tenesmus (Weeks)	NUMBER	1	PATIENT
TERTIARY_PATTERN	Tertiary Pattern	Tertiary pattern.	STRING	1	SAMPLE
TERTIARY_RACE	Tertiary Race	The third race code for the patient; this data element maps to the NAACCR v16 #162. For institutions not collecting race, submit a null in this category for all patients.	STRING	1	PATIENT
TERT_EXPRESSION_LOG2	TERT expression (log2)	TERT expression (log2)	STRING	1	SAMPLE
TERT_EXPRESSION_STATUS	TERT expression status	TERT expression status	STRING	1	SAMPLE
TERT_MUTATION	TERT Mutation	TERT Mutation	STRING	1	SAMPLE
TERT_PROMOTER_STATUS	TERT promoter status	TERT promoter status	STRING	1	SAMPLE
TESTES_SITE_OF_RELAPSE	Testes Site of Relapse	Testes Site of Relapse	STRING	1	SAMPLE
TESTICULAR_INVOLVEMENT	Testicular Involvement	Yes or No indicator for testicular involvement	STRING	1	PATIENT
TESTIS_TUMOR_MACROEXTENT	Testis tumor macroextent	Testis tumor macroextent	STRING	1	SAMPLE
TESTIS_TUMOR_MACROEXTENT_OTHER	Testis tumor macroextent other	Testis tumor macroextent other	STRING	1	SAMPLE
TESTIS_TUMOR_MICROEXTENT	Testis tumor microextent	Testis tumor microextent	STRING	1	SAMPLE
TEST_ALK_FISH	test alk fish	test alk fish	STRING	1	SAMPLE
TEST_FGFR1_FISH	test fgfr1 fish	test fgfr1 fish	STRING	1	SAMPLE
TEST_MET_FISH	test met fish	test met fish	STRING	1	SAMPLE
TEST_MGMT_IHC	test mgmt ihc	test mgmt ihc	STRING	1	SAMPLE
TEST_PTEN_IHC	test pten ihc	test pten ihc	STRING	1	SAMPLE
TG_STAIN	Tg Stain	Tg Stain	STRING	1	SAMPLE
THERAPIES_2YRS_LIST	PRD More Than 2 Years Therapy List	Patient-reported response to the question: If [you have been on any therapies for more than two years], please list the cancer therapies you have been on for more than 2 years, if you know their names.	STRING	1	PATIENT
THERAPIES_XRC_LIST	PRD Extraordinary Response Therapy List	Patient-reported response to the question: If [you have had an extraordinary response to therapy], please list the cancer therapies that have worked extraordinarily well, if you know their names.	STRING	1	PATIENT
THERAPY	therapy	therapy	STRING	1	PATIENT
THREEGENE	3-Gene classifier subtype	3-Gene classifier subtype	STRING	1	PATIENT
THYROID_RELATED_DEATH	Thyroid Related Death	Thyroid Related Death	STRING	1	PATIENT
TIMEPOINT	Timepoint	Timepoint	STRING	1	SAMPLE
TIMEPOINT_AFATINIB	Timepoint Afatinib (Pre/On/Post)	Timepoint Afatinib (Pre/On/Post)	STRING	1	SAMPLE
TIMEPOINT_TRASTUZUMAB	Timepoint Trastuzumab (Pre/On/Post)	Timepoint Trastuzumab (Pre/On/Post)	STRING	1	SAMPLE
TIME_BETWEEN_BLOOD_DRAW_AND_BIOPSY	Time Between Blood Draw and Biopsy	Time Between Blood Draw and Biopsy	NUMBER	1	SAMPLE
TIME_BETWEEN_CLAMPING_AND_FREEZING	Time between clamping and freezing	Time between clamping and freezing	STRING	1	PATIENT
TIME_BETWEEN_EXCISION_AND_FREEZING	Time between excision and freezing	Time between excision and freezing	STRING	1	PATIENT
TIME_BETWEEN_HEALER_AND_PHYSICIAN	Time Between Healer and Physician (Weeks)	Time Between Healer and Physician (Weeks)	NUMBER	1	PATIENT
TIME_FROM_DX_TO_IMPACT_TESTING_MONTHS	Time from Dx to IMPACT testing (in months)	Time from Dx to IMPACT testing (in months)	STRING	1	SAMPLE
TIME_FROM_MET_DX_SEQUENCING	Time from Met Dx to Sequencing	Time from Met Dx to Sequencing	NUMBER	1	SAMPLE
TIME_FROM_OBTAINING_SAMPLE_TO_RUNNING_IMPACT_MONTHS	Time from obtaining sample to running IMPACT (in months)	Time from obtaining sample to running IMPACT (in months)	STRING	1	SAMPLE
TIME_FROM_SURGERY_TO_CHEMOTHERAPY	Time from Surgery to Chemotherapy (Months)	Time from Surgery to Chemotherapy calculated in Months	NUMBER	1	PATIENT
TIME_FROM_SURGERY_TO_DEATH	Time from Surgery to Death (Months)	Time from Surgery to Death calculated in months	NUMBER	1	PATIENT
TIME_FROM_SURGERY_TO_POD	Time from Surgery to POD (Months)	Time from Surgery to Progression to Disease calculated in Months	NUMBER	1	PATIENT
TIME_POINT	Time Point	Time Point	STRING	1	SAMPLE
TIME_POST_START_OF_AFATINIB_WEEKS	Time Post Start of Afatinib (weeks)	Time Post Start of Afatinib (weeks)	NUMBER	1	SAMPLE
TIME_TO_COMPLETE_RESPONSE	Time To Complete Response (months)	Time To Complete Response (months)	NUMBER	1	PATIENT
TIME_TO_DEATH_MONTHS	Time To Death (Months)	Time To Death (Months)	NUMBER	1	PATIENT
TIME_TO_DIAGNOSIS_WITH_ADVANCED_DISEASE	Time to diagnosis with advanced disease	Time to diagnosis with advanced disease	STRING	1	PATIENT
TIME_TO_DISTANT_RECURRENCE	Time to distant recurrence	Time to distant recurrence	NUMBER	1	PATIENT
TIME_TO_FIRST_EVENT_OR_EVENT_FREE_SURVIAL	Time to First Event/Event Free Survival	Time to first event or event-free survival	NUMBER	1	PATIENT
TIME_TO_FIRST_RECURRENCE	TIme to first recurrence (months)	TIme to first recurrence (months)	NUMBER	1	PATIENT
TIME_TO_LAST_FOLLOWUP	Time to Last Followup	Time to last followup.	NUMBER	1	PATIENT
TIME_TO_LOCAL_RECURRENCE	Time to local recurrence	Time to local recurrence	STRING	1	PATIENT
TIME_TO_LOCAL_RECURRENCE_STATUS	Time to local recurrence status	Time to local recurrence status	STRING	1	PATIENT
TIME_TO_METASTASIS_MONTHS	TIme to Metastasis Months	TIme to Metastasis Months	STRING	1	SAMPLE
TIME_TO_MET_MONTHS	Time to Metastasis (months)	Time to metastasis (months).	NUMBER	1	PATIENT
TIME_TO_PATH_MONTHS	Time to Path Months	Time to Path Months	STRING	1	PATIENT
TIME_TO_PROGRESSION_OF_DISEASE	Time to Progression of Disease (Months)	Time to Progression of Disease (Months)	NUMBER	1	PATIENT
TIME_TO_PROGRESSION_OF_DISEASE_DAYS	Time to Progression of Disease (Days)	Time to Progression of Disease (Days)	NUMBER	1	PATIENT
TIME_TO_PROGRESSION_ON_FOLFOX_AND_REGORAFENIB	Time to progerssion on FOLFOX+ regorafenib	Time to progerssion on FOLFOX+ regorafenib	NUMBER	1	PATIENT
TIME_TO_RECURRENCE_AFTER_COMPLERE_RESECTION_OF_METS_MONTHS	Time to recurrence after complere resection of mets (months)	Time to recurrence after complere resection of mets (months)	NUMBER	1	SAMPLE
TIME_TO_RECURRENCE_MONTHS	Time to Recurrence (months)	Time to Recurrence (months)	STRING	1	PATIENT
TIME_TO_RECURRENCE_OR_DEATH_MONTHS	Time to recurrence or death (months)	Time to recurrence or death (months)	NUMBER	1	PATIENT
TIME_TO_RECURRENCE_OR_MET	Time to Recurrence or Met (months)	Time to Recurrence or Met (months)	STRING	1	PATIENT
TIME_TO_RELAPSE	Time To Relapse (months)	Time To Relapse (months)	NUMBER	1	PATIENT
TIME_TO_RELAPSE_PROTOCOL_ENROLLMENT	Time to first enrollment on relapse protocol (days)	Time from primary enrollment to enrollment on first secondary protocol measured in days	STRING	1	PATIENT
TIME_TO_RESECTION	Time to Resection	Time to Resection	NUMBER	1	PATIENT
TIME_TO_SURGERY	Time to Surgery	Time till surgery description	NUMBER	1	PATIENT
TIME_TO_TREATMENT	Time to treatment (months)	Time to treatment (months)	NUMBER	1	PATIENT
TIME_TO_UNRESECTABLE_OR_METASTATIC_DISEASE_MONTHS	Time to unresectable or metastatic disease in months	Time to unresectable or metastatic disease in months	NUMBER	1	PATIENT
TIMING_OF_IMPACT	Timing of IMPACT	Timepoint at which IMPACT was done	STRING	1	SAMPLE
TIMING_OF_IMPACT_RELATIVE_TO_DISEASE	Timing of IMPACT relative to disease course	Timing of IMPACT relative to disease course	STRING	1	SAMPLE
TISSUE_ANALYZED	Tissue Analyzed	Tissue Analyzed	STRING	1	PATIENT
TISSUE_BANK_AVAIL	Tissue Bank Available	Tissue Bank Available	STRING	1	SAMPLE
TISSUE_COLLECTION_MONTHS	Date of Tissue Collection (months)	Date of Tissue collection calculated in months from Date of Diagnosis	NUMBER	1	SAMPLE
TISSUE_DIAGNOSIS	Tissue Diagnosis	Tissue Diagnosis	STRING	1	SAMPLE
TISSUE_LEVEL_ANATOMIC_SITE	Tissue-level Anatomic Site	Tissue-level Anatomic Site	STRING	1	SAMPLE
TISSUE_PROSPECTIVE_COLLECTION_INDICATOR	Tissue Prospective Collection Indicator	Tissue prospective collection indicator.	STRING	1	SAMPLE
TISSUE_RETROSPECTIVE_COLLECTION_INDICATOR	Tissue Retrospective Collection Indicator	Tissue retrospective collection indicator.	STRING	1	SAMPLE
TISSUE_SEQUENCED	Tissue Sequenced	Tissue Sequnced	STRING	1	SAMPLE
TISSUE_SITE	Tissue Site	Tissue Site	STRING	1	SAMPLE
TISSUE_SITE_MET_BURDEN	Tissue Site Metastasis Burden	Tissue Site Metastasis Burden	STRING	1	SAMPLE
TISSUE_SOURCE_SITE	Tissue Source Site	A Tissue Source Site collects samples (tissue, cell, or blood) and cliincal metadata which are then sent to tha Biospecimen Core Resource.	STRING	1	SAMPLE
TISSUE_TYPE	Tissue Type	Tissue Type	STRING	1	SAMPLE
TMEM127	Tmem127	Tmem127	STRING	1	SAMPLE
TMEM127_GERMLINE	TMEM127 Germline Mutation	TMEM127 Germline Mutation	STRING	1	SAMPLE
TMPRSS2_ERG_FUSION_STATUS	TMPRSS2-ERG Fusion Status	TMPRESS2-ERG fusion status.	STRING	1	SAMPLE
TNM	TNM	TNM.	STRING	1	SAMPLE
TNMSTAGE	TNM Stage	TNM stage.	STRING	1	SAMPLE
TOBACCO_SMOKING_HISTORY_INDICATOR	Patient Smoking History Category	Category describing current smoking status and smoking history as self-reported by a patient.	STRING	1	PATIENT
TOBACCO_TYPE	Tobacco Type	Tobacco Type	STRING	1	PATIENT
TOTAL	TOTAL	TOTAL	STRING	1	SAMPLE
TOTAL_BILIRUBIN	Bilirubin Total	Bilirubin Total	STRING	1	PATIENT
TOTAL_CELL_NUMBERS	Total Cell Numbers	Total Cell Numbers	NUMBER	1	SAMPLE
TOTAL_CNA	Total CNA	Total CNA	NUMBER	1	SAMPLE
TOTAL_EXONIC_MUTATION_BURDEN	Total Exonic Mutation Burden	Total Exonic Mutation Burden	NUMBER	1	PATIENT
TOTAL_MITOSES	Total Titoses	Total Titoses	NUMBER	1	SAMPLE
TOTAL_MUTATIONS	Total Mutations	Total Mutations	NUMBER	1	PATIENT
TOTAL_NUMBER_OF_SAMPLES_PER_PATIENT	Total Number of Samples per Patient	Total # Samples per patient	STRING	1	SAMPLE
TOTAL_PER_MB	TOTAL PER Mb	TOTAL PER Mb	STRING	1	SAMPLE
TOTAL_POST_INDUCTION_REGIMENS	Total Number of Post Induction Regimens	Total number of chemo regimens post induction	STRING	1	PATIENT
TOTAL_REARRANGEMENT	Total Rearrangement	Total Rearrangement	NUMBER	1	SAMPLE
TOTAL_SNV	Total SNV	Total Single-Nucleotide Variants	NUMBER	1	SAMPLE
TOTAL_TIME_ON_AFATINIB_WEEKS	Total Time Period on Afatinib (Weeks)	Total Time Period on Afatinib (Weeks)	NUMBER	1	SAMPLE
TOTAL_TIME_PERIOD_MONTHS	Total Time Period in Months	Total Time Period in Months	NUMBER	1	PATIENT
TP53_CNA	TP53 CNA	TP53 CNA	STRING	1	SAMPLE
TP53_DELETION	TP53 Deletion	TP53 Deletion is present	STRING	1	SAMPLE
TP53_MUTATION	TP53 Mutation	TP53 mutation is present.	STRING	1	SAMPLE
TP53_PROTEIN_CODING	TP53 Protein Coding	TP53 Protein Coding	NUMBER	1	SAMPLE
TP53_SOMATIC	TP53 Somatic Mutation	TP53 Somatic Mutation	STRING	1	SAMPLE
TPS	Tps	Tps	NUMBER	1	PATIENT
TRADITIONAL_HEALER_HISTORY	History of Traditional Healer	History of Traditional Healer	STRING	1	PATIENT
TRANSCRIPTOME_SUBTYPE	Transcriptome Subtype	Transcriptome Subtype	STRING	1	SAMPLE
TRANSFORMATION	Transformation	Has your cell line been immortalized or transformed? Please describe method.	STRING	1	SAMPLE
TRANSFORMED_LYMPHOMA_DAYS	Transformed Lymphoma (days)	Days to transformed lymphoma diagnosed	NUMBER	1	PATIENT
TRANSLOCATIONS	Translocations	Translocations	STRING	1	SAMPLE
TRANSLOCATION_16	Translocation 16	Translocation 16.	STRING	1	SAMPLE
TRANSLOCATION_DEL_CHR_11	Chr11 Deletion or Translocation	Any translocation or deletion of chromosome 11	STRING	1	SAMPLE
TRANSPLANT_TYPE	Transplant Type	Type of transplant (sib Allo, MUD, Auto, etc).	STRING	1	PATIENT
TREATED_OR_UNTREATED_AT_TIME_OF_INITIAL_VISIT	Treated or untreated at time of initial visit	Treated or untreated at time of initial visit	STRING	1	PATIENT
TREATED_OR_UNTREATED_AT_TIME_OF_INITIAL_VISIT_SAMPLE	Sample level Treatment data at initial visit	Sample level Treatment data at initial visit	STRING	1	SAMPLE
TREATMENT	Treatment	Treatment	STRING	1	PATIENT
TREATMENT_ARM	Treatment Arm	Treatment Arm	STRING	1	PATIENT
TREATMENT_AT_MSK	Treatment at msk	Treatment at msk	STRING	1	PATIENT
TREATMENT_BEFORE_PDX	Treatment Before PDX	Identifies if the patient had cancer treatment prior to establishing PDX	STRING	1	PATIENT
TREATMENT_BEST_RESPONSE	Treatment best response	Treatment best response	STRING	1	PATIENT
TREATMENT_CHEMOTHERAPY	Chemotherapy	Chemotherapy.	STRING	1	PATIENT
TREATMENT_DETAILS	Treatment Details	Treatment Details	STRING	1	PATIENT
TREATMENT_EFFECT	Treatment Effect	Treatment Effect	STRING	1	PATIENT
TREATMENT_EXPOSED_VS_NAIVE	Exposed vs. Naive	Exposed vs. Naive.	STRING	1	SAMPLE
TREATMENT_FOR_MTS_DISEASE_BEFORE_MTS_SAMPLING	Treatment for MTS Disease Before MTS Sampling	Treatment for MTS Disease Before MTS Sampling	STRING	1	PATIENT
TREATMENT_HORMONE_THERAPY	Hormone Therapy	Hormone therapy.	STRING	1	PATIENT
TREATMENT_INTERVENTION	Treatment Intervention	Treatment Intervention	STRING	1	PATIENT
TREATMENT_OUTCOME_AT_TCGA_FOLLOWUP	treatment outcome at tcga followup	treatment outcome at tcga followup	STRING	1	PATIENT
TREATMENT_OUTCOME_FIRST_COURSE	Primary Therapy Outcome Success Type	Text term for the measure of success of outcome after primary treatment (surgery and adjuvant therapies).	STRING	1	PATIENT
TREATMENT_PALLIATIVE_RADIATION	Palliative Radiation	Palliative radiation.	STRING	1	PATIENT
TREATMENT_PRIOR_TO_RESECTION	treatment prior to resection	treatment prior to resection	STRING	1	SAMPLE
TREATMENT_PRIOR_TO_SURGERY_INDICATOR	Treatment prior to surgery	Treatment prior to surgery	STRING	1	PATIENT
TREATMENT_PROSTATECTOMY	Prostatectomy	Prostatectomy.	STRING	1	PATIENT
TREATMENT_RADIATION	Radiation	Radiation.	STRING	1	PATIENT
TREATMENT_RESPONSE	Treatment Response	Treatment Response	STRING	1	PATIENT
TREATMENT_SCHEDULE	Treatment Schedule	Schedule of Administration in Weeks (Pembrolizumab dosed every 2 or 3 weeks)	NUMBER	1	PATIENT
TREATMENT_STATUS	Treatment Status	Treatment status (pre or Post treatment sample)	STRING	1	SAMPLE
TREATMENT_TYPE	Treatment Type	Treatment Type	STRING	1	PATIENT
TRIPLE_NEG_STATUS	PRD Ever Triple Negative	Patient-reported response to the question: At any time, was your breast cancer found to be triple negative (e.g. NOT ER+, PR+, or HER2+)?	STRING	1	PATIENT
TRISOMY_10_11_P11_2_Q23	Trisomy 10-11_P11_2_Q23	Trisomy 10-11_P11_2_Q23.	STRING	1	SAMPLE
TRISOMY_11	Trisomy 11	Trisomy 11	STRING	1	SAMPLE
TRISOMY_11_19_Q23_P13_1	Trisomy 11_19_Q23_P13_1	Trisomy 11_19_Q23_P13_1.	STRING	1	SAMPLE
TRISOMY_12	Trisomy 12	Trisomy 12	STRING	1	SAMPLE
TRISOMY_21	Trisomy 21	Trisomy 21.	STRING	1	SAMPLE
TRISOMY_3	Trisomy 3	Trisomy 3	STRING	1	SAMPLE
TRISOMY_3_5_Q25_Q34	Trisomy 3_5_Q25_Q34	Trisomy 3_5_Q25_Q34.	STRING	1	SAMPLE
TRISOMY_4_10	Trisomy 4_10	Trisomy 4_10.	STRING	1	SAMPLE
TRISOMY_4_10_17	Trisomy 4_10_17	Trisomy 4_10_17.	STRING	1	SAMPLE
TRISOMY_6_11_Q27_Q23	Trisomy 6_11_Q27_Q23	Trisomy 6_11_Q27_Q23.	STRING	1	SAMPLE
TRISOMY_6_9	Trisomy 6_9	Trisomy 6_9.	STRING	1	SAMPLE
TRISOMY_8	Trisomy 8	Trisomy 8.	STRING	1	SAMPLE
TRISOMY_8_21	Trisomy 8_21	Trisomy 8_21.	STRING	1	SAMPLE
TRISOMY_9	Trisomy 9	Trisomy 9	STRING	1	SAMPLE
TRISOMY_9_11_P22_Q23	Trisomy 9_11_P22_Q23	Trisomy 9_11_P22_Q23.	STRING	1	SAMPLE
