Entry	Gene names	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Date of last modification	Version (entry)
O43315	AQP9 SSC1	295			AQP9	SSC1	8/12/20	172
Q8N8L6	ARL10 ARL10A	244			ARL10	ARL10A	8/12/20	141
P08133	ANXA6 ANX6	673			ANXA6	ANX6	8/12/20	215
Q9HCJ1	ANKH KIAA1581 UNQ241/PRO274	492		UNQ241/PRO274	ANKH	KIAA1581	8/12/20	156
P05549	TFAP2A AP2TF TFAP2	437			TFAP2A	AP2TF TFAP2	8/12/20	203
Q8NFD2	ANKK1 PKK2 SGK288	765			ANKK1	PKK2 SGK288	8/12/20	142
Q8WXK4	ASB12	309			ASB12		8/12/20	150
Q9NU02	ANKEF1 ANKRD5	776			ANKEF1	ANKRD5	8/12/20	156
Q9H672	ASB7	318			ASB7		8/12/20	164
O60312	ATP10A ATP10C ATPVA ATPVC KIAA0566	1499			ATP10A	ATP10C ATPVA ATPVC KIAA0566	8/12/20	196
P30533	LRPAP1 A2MRAP	357			LRPAP1	A2MRAP	8/12/20	190
Q9P2R3	ANKFY1 ANKHZN KIAA1255	1169			ANKFY1	ANKHZN KIAA1255	8/12/20	168
Q8WVL7	ANKRD49 FGIF	239			ANKRD49	FGIF	8/12/20	143
Q12797	ASPH BAH	758			ASPH	BAH	8/12/20	202
Q13625	TP53BP2 ASPP2 BBP	1128			TP53BP2	ASPP2 BBP	8/12/20	208
P42127	ASIP AGTI AGTIL ASP	132			ASIP	AGTI AGTIL ASP	8/12/20	169
O15511	ARPC5 ARC16	151			ARPC5	ARC16	8/12/20	175
Q7Z7J5	DPPA2 PESCRG1	298			DPPA2	PESCRG1	8/12/20	128
Q14126	DSG2 CDHF5	1118			DSG2	CDHF5	8/12/20	194
Q5T6L9	ERMARD C6orf70	678			ERMARD	C6orf70	8/12/20	112
Q96DE9	EOLA2 CXorf40B	158			EOLA2	CXorf40B	8/12/20	120
O15371	EIF3D EIF3S7	548			EIF3D	EIF3S7	8/12/20	192
P19419	ELK1	428			ELK1		8/12/20	218
P52798	EFNA4 EPLG4 LERK4	201			EFNA4	EPLG4 LERK4	8/12/20	174
P55199	ELL C19orf17	621			ELL	C19orf17	8/12/20	173
O43854	EDIL3 DEL1	480			EDIL3	DEL1	8/12/20	165
P49770	EIF2B2 EIF2BB	351			EIF2B2	EIF2BB	8/12/20	178
Q5JVL4	EFHC1	640			EFHC1		8/12/20	152
Q96EB1	ELP4 C11orf19 PAXNEB	424			ELP4	C11orf19 PAXNEB	8/12/20	141
Q8IUX8	EGFL6 MAEG PP648 UNQ281/PRO320	553		PP648 UNQ281/PRO320	EGFL6	MAEG	8/12/20	140
P19235	EPOR	508			EPOR		8/12/20	228
Q9UJA9	ENPP5 UNQ550/PRO1107	477		UNQ550/PRO1107	ENPP5		8/12/20	145
A6NNJ1	FAM90A9P FAM90A9	464			FAM90A9P	FAM90A9	8/12/20	66
Q5HYJ3	FAM76B	339			FAM76B		8/12/20	121
Q5JRC9	FAM47A	791			FAM47A		8/12/20	111
A6NE01	FAM186A	2351			FAM186A		8/12/20	80
P98173	FAM3A 2-19 2.19	230			FAM3A	2-19 2.19	8/12/20	157
Q8N9Y4	FAM181A C14orf152 HSD-31 HSD31	354		HSD-31 HSD31	FAM181A	C14orf152	8/12/20	123
Q5SY85	FAM201A C9orf122	155			FAM201A	C9orf122	8/12/20	76
P16118	PFKFB1 F6PK PFRX	471			PFKFB1	F6PK PFRX	8/12/20	210
A1A519	FAM170A ZNFD	330			FAM170A	ZNFD	8/12/20	111
Q9H8M9	EVA1A FAM176A TMEM166 SP24	152		SP24	EVA1A	FAM176A TMEM166	8/12/20	137
Q9Y6X4	FAM169A KIAA0888	670			FAM169A	KIAA0888	8/12/20	125
O14842	FFAR1 GPR40	300			FFAR1	GPR40	8/12/20	156
Q96A26	FAM162A C3orf28 E2IG5 DC16 FWP001	154		DC16 FWP001	FAM162A	C3orf28 E2IG5	8/12/20	128
Q9UPT5	EXOC7 EXO70 KIAA1067	735			EXOC7	EXO70 KIAA1067	8/12/20	183
Q15910	EZH2 KMT6	746			EZH2	KMT6	8/12/20	201
A6NJV1	FAM166C C2orf70	201			FAM166C	C2orf70	8/12/20	85
Q01167	FOXK2 ILF ILF1	660			FOXK2	ILF ILF1	8/12/20	213
Q92949	FOXJ1 FKHL13 HFH4	421			FOXJ1	FKHL13 HFH4	8/12/20	173
Q04609	FOLH1 FOLH NAALAD1 PSM PSMA GIG27	750		GIG27	FOLH1	FOLH NAALAD1 PSM PSMA	8/12/20	209
P53539	FOSB G0S3	338			FOSB	G0S3	8/12/20	166
Q96LA5	FCRL2 FCRH2 IFGP4 IRTA4 SPAP1 UNQ9236/PRO31998	508		UNQ9236/PRO31998	FCRL2	FCRH2 IFGP4 IRTA4 SPAP1	8/12/20	156
Q00688	FKBP3 FKBP25	224			FKBP3	FKBP25	8/12/20	191
Q02790	FKBP4 FKBP52	459			FKBP4	FKBP52	8/12/20	225
Q9BQL6	FERMT1 C20orf42 KIND1 URP1	677			FERMT1	C20orf42 KIND1 URP1	8/12/20	184
P62685	ERVK-8	647			ERVK-8		8/12/20	101
Q9BWX5	GATA5	397			GATA5		8/12/20	162
P30711	GSTT1	240			GSTT1		8/12/20	205
Q99871	HAUS7 UCHL5IP UIP1	368			HAUS7	UCHL5IP UIP1	8/12/20	159
P08263	GSTA1	222			GSTA1		8/12/20	214
Q8NCD3	HJURP FAKTS FLEG1 URLC9	748			HJURP	FAKTS FLEG1 URLC9	8/12/20	140
Q2M1P5	KIF7 UNQ340/PRO539	1343		UNQ340/PRO539	KIF7		8/12/20	129
Q8IUC3	KRTAP7-1 KAP7.1 KRTAP7.1	87			KRTAP7-1	KAP7.1 KRTAP7.1	8/12/20	100
P78385	KRT83 KRTHB3	493			KRT83	KRTHB3	8/12/20	166
Q9Y4C1	KDM3A JHDM2A JMJD1 JMJD1A KIAA0742 TSGA	1321			KDM3A	JHDM2A JMJD1 JMJD1A KIAA0742 TSGA	8/12/20	159
Q13601	KRR1 HRB2	381			KRR1	HRB2	8/12/20	169
Q6JEL2	KLHL10	608			KLHL10		8/12/20	138
Q8IY47	KBTBD2 BKLHD1 KIAA1489 CGI-73	623		CGI-73	KBTBD2	BKLHD1 KIAA1489	8/12/20	146
Q8N4N3	KLHL36 C16orf44	616			KLHL36	C16orf44	8/12/20	142
Q8NHK3	KIR2DL5B CD158F CD158F2 KIR2DL5 KIR2DLX	375			KIR2DL5B	CD158F CD158F2 KIR2DL5 KIR2DLX	8/12/20	116
Q9H0H3	KLHL25 ENC2	589			KLHL25	ENC2	8/12/20	147
Q96SI1	KCTD15	283			KCTD15		8/12/20	139
O43526	KCNQ2	872			KCNQ2		8/12/20	211
Q13557	CAMK2D CAMKD	499			CAMK2D	CAMKD	8/12/20	214
Q9NYG8	KCNK4 TRAAK	393			KCNK4	TRAAK	8/12/20	170
P48549	KCNJ3 GIRK1	501			KCNJ3	GIRK1	8/12/20	181
Q7Z4S6	KIF21A KIAA1708 KIF2	1674			KIF21A	KIAA1708 KIF2	8/12/20	172
P48544	KCNJ5 GIRK4	419			KCNJ5	GIRK4	8/12/20	193
Q07627	KRTAP1-1 B2A KAP1.1 KAP1.6 KAP1.7 KRTAP1.1	177			KRTAP1-1	B2A KAP1.1 KAP1.6 KAP1.7 KRTAP1.1	8/12/20	134
Q5T754	LCE1F LEP6	118			LCE1F	LEP6	8/12/20	92
Q12756	KIF1A ATSV C2orf20	1690			KIF1A	ATSV C2orf20	8/12/20	187
Q5TA82	LCE2D LEP12 SPRL1A	110			LCE2D	LEP12 SPRL1A	8/12/20	96
Q9HBX8	LGR6 UNQ6427/PRO21331 VTS20631	967		UNQ6427/PRO21331 VTS20631	LGR6		8/12/20	170
Q86U70	LDB1 CLIM2	411			LDB1	CLIM2	8/12/20	162
Q92539	LPIN2 KIAA0249	896			LPIN2	KIAA0249	8/12/20	148
P01709	IGLV2-8	118			IGLV2-8		8/12/20	150
A0A0A0MS00	IGLV3-32	114			IGLV3-32		8/12/20	39
P18054	ALOX12 12LO LOG12	663			ALOX12	12LO LOG12	8/12/20	209
Q16609	LPAL2 APOARGC	132			LPAL2	APOARGC	8/12/20	123
Q8IVV2	LOXHD1	2067			LOXHD1		8/12/20	137
Q9HBG7	LY9 CDABP0070	655		CDABP0070	LY9		8/12/20	157
Q9HCJ2	LRRC4C KIAA1580 NGL1 UNQ292/PRO331	640		UNQ292/PRO331	LRRC4C	KIAA1580 NGL1	8/12/20	160
Q9NZR2	LRP1B LRPDIT	4599			LRP1B	LRPDIT	8/12/20	168
Q8N112	LSMEM2 C3orf45	164			LSMEM2	C3orf45	8/12/20	118
Q14392	LRRC32 D11S833E	662			LRRC32	D11S833E	8/12/20	170
Q6UXM1	LRIG3 LIG3 UNQ287/PRO326/PRO335	1119		UNQ287/PRO326/PRO335	LRIG3	LIG3	8/12/20	144
A6NI73	LILRA5 ILT11 LILRB7 LIR9	299			LILRA5	ILT11 LILRB7 LIR9	8/12/20	107
Q9P267	MBD5 KIAA1461	1494			MBD5	KIAA1461	8/12/20	154
Q9NS73	MBIP BM-015	344		BM-015	MBIP		8/12/20	161
O15481	MAGEB4	346			MAGEB4		8/12/20	138
Q5VYS4	MEDAG AWMS3 C13orf33 MEDA4	303			MEDAG	AWMS3 C13orf33 MEDA4	8/12/20	118
A8MW99	MEI4	385			MEI4		8/12/20	68
Q13394	MAB21L1 CAGR1 Nbla00126	359		Nbla00126	MAB21L1	CAGR1	8/12/20	140
Q12852	MAP3K12 ZPK	859			MAP3K12	ZPK	8/12/20	190
Q9UJA3	MCM8 C20orf154	840			MCM8	C20orf154	8/12/20	186
Q8NEM0	MCPH1	835			MCPH1		8/12/20	165
A0JLT2	MED19 LCMR1	244			MED19	LCMR1	8/12/20	117
Q8TCQ1	MARCHF1 MARCH1 RNF171	289			MARCHF1	MARCH1 RNF171	8/12/20	145
P20382	PMCH MCH	165			PMCH	MCH	8/12/20	166
Q99683	MAP3K5 ASK1 MAPKKK5 MEKK5	1374			MAP3K5	ASK1 MAPKKK5 MEKK5	8/12/20	212
Q9Y2U8	LEMD3 MAN1	911			LEMD3	MAN1	8/12/20	185
Q9H944	MED20 TRFP	212			MED20	TRFP	8/12/20	169
Q8IYB1	MB21D2 C3orf59	491			MB21D2	C3orf59	8/12/20	133
Q8TB40	ABHD4	342			ABHD4		8/12/20	139
P02763	ORM1 AGP1	201			ORM1	AGP1	8/12/20	210
Q9BUJ0	ABHD14A UNQ1913/PRO4373	271		UNQ1913/PRO4373	ABHD14A		8/12/20	132
Q9NX38	ABITRAM C9orf6 FAM206A	181			ABITRAM	C9orf6 FAM206A	8/12/20	130
Q9Y614	ACTL7B	415			ACTL7B		8/12/20	144
P14550	AKR1A1 ALDR1 ALR	325			AKR1A1	ALDR1 ALR	8/12/20	204
Q9NP78	ABCB9 KIAA1520	766			ABCB9	KIAA1520	8/12/20	188
P00505	GOT2	430			GOT2		8/12/20	215
O43826	SLC37A4 G6PT G6PT1 PRO0685 TRG19	429		PRO0685 TRG19	SLC37A4	G6PT G6PT1	8/12/20	193
P0DPI2	GATD3A C21orf33	268			GATD3A	C21orf33	8/12/20	15
Q92945	KHSRP FUBP2	711			KHSRP	FUBP2	8/12/20	194
P51570	GALK1 GALK	392			GALK1	GALK	8/12/20	203
P80404	ABAT GABAT	500			ABAT	GABAT	8/12/20	189
P35575	G6PC G6PT	357			G6PC	G6PT	8/12/20	188
Q8N475	FSTL5 KIAA1263	847			FSTL5	KIAA1263	8/12/20	153
Q5H9T9	FSCB C14orf155	825			FSCB	C14orf155	8/12/20	117
A2A2Y4	FRMD3 EPB41L4O	597			FRMD3	EPB41L4O	8/12/20	117
Q7Z4J2	GLT6D1 GLTDC1 GT6M7	276			GLT6D1	GLTDC1 GT6M7	8/12/20	105
O14926	FSCN2	492			FSCN2		8/12/20	159
P10070	GLI2 THP	1586			GLI2	THP	8/12/20	212
A6NCL1	GMNC GEMC1	334			GMNC	GEMC1	8/12/20	88
P14867	GABRA1	456			GABRA1		8/12/20	215
P46095	GPR6	362			GPR6		8/12/20	158
P14770	GP9	177			GP9		8/12/20	199
P28676	GCA GCL	217			GCA	GCL	8/12/20	179
P42263	GRIA3 GLUR3 GLURC	894			GRIA3	GLUR3 GLURC	8/12/20	200
A0A0U1RQE8	GLYATL1B	302			GLYATL1B		8/12/20	28
Q6ZS86	GK5	529			GK5		8/12/20	137
Q08378	GOLGA3	1498			GOLGA3		8/12/20	185
Q8NBJ5	COLGALT1 GLT25D1 PSEC0241	622		PSEC0241	COLGALT1	GLT25D1	8/12/20	144
Q08623	PUDP DXF68S1E FAM16AX GS1 HDHD1 HDHD1A	228			PUDP	DXF68S1E FAM16AX GS1 HDHD1 HDHD1A	8/12/20	164
Q16836	HADH HAD HADHSC SCHAD	314			HADH	HAD HADHSC SCHAD	8/12/20	210
Q9Y543	HES2 BHLHB40	173			HES2	BHLHB40	8/12/20	172
P81172	HAMP HEPC LEAP1 UNQ487/PRO1003	84		UNQ487/PRO1003	HAMP	HEPC LEAP1	8/12/20	182
Q9BYE0	HES7 BHLHB37	225			HES7	BHLHB37	8/12/20	142
P31274	HOXC9 HOX3B	260			HOXC9	HOX3B	8/12/20	189
P09629	HOXB7 HOX2C	217			HOXB7	HOX2C	8/12/20	188
P13378	HOXD8 HOX4E	290			HOXD8	HOX4E	8/12/20	185
A0A0C4DH42	IGHV3-66	116			IGHV3-66		8/12/20	35
A0A0B4J1V1	IGHV3-21	117			IGHV3-21		8/12/20	39
A0A0C4DH38	IGHV5-51	117			IGHV5-51		8/12/20	36
Q86YM7	HOMER1 SYN47	354			HOMER1	SYN47	8/12/20	160
P01742	IGHV1-69	117			IGHV1-69		8/12/20	119
Q58FG1	HSP90AA4P HSP90AD HSPCAL2	418			HSP90AA4P	HSP90AD HSPCAL2	8/12/20	119
P26583	HMGB2 HMG2	209			HMGB2	HMG2	8/12/20	203
Q6MZM0	HEPHL1	1159			HEPHL1		8/12/20	125
P0CJ75	MTRNR2L8	24			MTRNR2L8		8/12/20	55
P01569	IFNA5	189			IFNA5		8/12/20	174
Q8TAD2	IL17D UNQ3096/PRO21175	202		UNQ3096/PRO21175	IL17D		8/12/20	128
Q9UHD0	IL19 ZMDA1	177			IL19	ZMDA1	8/12/20	167
Q01629	IFITM2	132			IFITM2		8/12/20	154
Q71H61	ILDR2 C1orf32	639			ILDR2	C1orf32	8/12/20	130
Q9NQC8	IFT46 C11orf2 C11orf60	304			IFT46	C11orf2 C11orf60	8/12/20	140
Q96T92	INSM2 IA6 Nbla106	566		Nbla106	INSM2	IA6	8/12/20	138
Q9UNL4	ING4 My036	249		My036	ING4		8/12/20	181
Q8WUF5	PPP1R13L IASPP NKIP1 PPP1R13BL RAI	828			PPP1R13L	IASPP NKIP1 PPP1R13BL RAI	8/12/20	172
O95256	IL18RAP IL1R7	599			IL18RAP	IL1R7	8/12/20	172
Q9NQ38	SPINK5	1064			SPINK5		8/12/20	187
Q9NZM3	ITSN2 KIAA1256 SH3D1B SWAP	1697			ITSN2	KIAA1256 SH3D1B SWAP	8/12/20	211
P23677	ITPKA	461			ITPKA		8/12/20	168
A8MTL0	IQCF5	148			IQCF5		8/12/20	77
P05107	ITGB2 CD18 MFI7	769			ITGB2	CD18 MFI7	8/12/20	250
Q13349	ITGAD	1161			ITGAD		8/12/20	180
P02538	KRT6A K6A KRT6D	564			KRT6A	K6A KRT6D	8/12/20	203
O60256	PRPSAP2	369			PRPSAP2		8/12/20	161
P12035	KRT3	628			KRT3		8/12/20	190
Q9H079	KATNBL1 C15orf29	304			KATNBL1	C15orf29	8/12/20	136
Q4VXA5	KHDC1 C6orf147 C6orf148	237			KHDC1	C6orf147 C6orf148	8/12/20	108
A0A075B6S4	IGKV1D-17	117			IGKV1D-17		8/12/20	40
Q6L8H1	KRTAP5-4 KAP5.4 KRTAP5.4	288			KRTAP5-4	KAP5.4 KRTAP5.4	8/12/20	96
P05129	PRKCG PKCG	697			PRKCG	PKCG	8/12/20	223
Q2M2Z5	KIZ C20orf19 NCRNA00153 PLK1S1 HT013	673		HT013	KIZ	C20orf19 NCRNA00153 PLK1S1	8/12/20	110
Q107X0	KLKP1 KLK31P	134			KLKP1	KLK31P	8/12/20	52
Q53HC5	KLHL26	615			KLHL26		8/12/20	123
O94953	KDM4B JHDM3B JMJD2B KIAA0876	1096			KDM4B	JHDM3B JMJD2B KIAA0876	8/12/20	175
Q3LI59	KRTAP21-2 KAP21.2	83			KRTAP21-2	KAP21.2	8/12/20	88
Q14722	KCNAB1 KCNA1B	419			KCNAB1	KCNA1B	8/12/20	180
Q719H9	KCTD1 C18orf5	257			KCTD1	C18orf5	8/12/20	133
Q9P0J7	KCMF1 FIGC ZZZ1	381			KCMF1	FIGC ZZZ1	8/12/20	150
Q9NXS3	KLHL28 BTBD5	571			KLHL28	BTBD5	8/12/20	139
Q5TCM9	LCE5A LEP18 SPRL5A	118			LCE5A	LEP18 SPRL5A	8/12/20	91
Q8TDN1	KCNG4 KCNG3	519			KCNG4	KCNG3	8/12/20	167
Q16322	KCNA10	511			KCNA10		8/12/20	161
P60410	KRTAP10-8 KAP10.8 KAP18-8 KRTAP10.8 KRTAP18-8 KRTAP18.8	259			KRTAP10-8	KAP10.8 KAP18-8 KRTAP10.8 KRTAP18-8 KRTAP18.8	8/12/20	129
Q9BQ66	KRTAP4-12 KAP4.12 KRTAP4.12	201			KRTAP4-12	KAP4.12 KRTAP4.12	8/12/20	137
Q3B8N2	LGALS9B	356			LGALS9B		8/12/20	123
Q9H7L2	KIR3DX1 KIR3DL0 LENG12	352			KIR3DX1	KIR3DL0 LENG12	8/12/20	118
P09382	LGALS1	135			LGALS1		8/12/20	238
Q6UY18	LINGO4 LRRN6D UNQ9248/PRO34002	593		UNQ9248/PRO34002	LINGO4	LRRN6D	8/12/20	141
Q6UX15	LAYN UNQ208/PRO234	382		UNQ208/PRO234	LAYN		8/12/20	132
Q86UK5	EVC2 LBN	1308			EVC2	LBN	8/12/20	137
Q8ND56	LSM14A C19orf13 FAM61A RAP55 RAP55A	463			LSM14A	C19orf13 FAM61A RAP55 RAP55A	8/12/20	157
Q6PKG0	LARP1 KIAA0731 LARP	1096			LARP1	KIAA0731 LARP	8/12/20	166
Q93052	LPP	612			LPP		8/12/20	175
Q6GTX8	LAIR1 CD305	287			LAIR1	CD305	8/12/20	137
Q6ZMR3	LDHAL6A LDHL2	332			LDHAL6A	LDHL2	8/12/20	146
A0A075B6K4	IGLV3-10	115			IGLV3-10		8/12/20	43
Q8N8F7	LSMEM1 C7orf53	131			LSMEM1	C7orf53	8/12/20	122
O75197	LRP5 LR3 LRP7	1615			LRP5	LR3 LRP7	8/12/20	196
Q8N6Y2	LRRC17 P37NB UNQ3076/PRO9909	441		UNQ3076/PRO9909	LRRC17	P37NB	8/12/20	143
Q8NHL6	LILRB1 ILT2 LIR1 MIR7	650			LILRB1	ILT2 LIR1 MIR7	8/12/20	170
Q9BVC4	MLST8 GBL LST8	326			MLST8	GBL LST8	8/12/20	166
Q9NR34	MAN1C1 MAN1A3 MAN1C	630			MAN1C1	MAN1A3 MAN1C	8/12/20	161
Q96A59	MARVELD3 MRVLDC3	401			MARVELD3	MRVLDC3	8/12/20	126
Q92585	MAML1 KIAA0200	1016			MAML1	KIAA0200	8/12/20	163
P08235	NR3C2 MCR MLR	984			NR3C2	MCR MLR	8/12/20	225
Q71F56	MED13L KIAA1025 PROSIT240 THRAP2 TRAP240L	2210			MED13L	KIAA1025 PROSIT240 THRAP2 TRAP240L	8/12/20	141
Q8NC06	ACBD4 HMFT0700	268		HMFT0700	ACBD4		8/12/20	136
Q9BYF1	ACE2 UNQ868/PRO1885	805		UNQ868/PRO1885	ACE2		8/12/20	181
P08173	CHRM4	479			CHRM4		8/12/20	184
O00400	SLC33A1 ACATN AT1	549			SLC33A1	ACATN AT1	8/12/20	154
U3KPV4	A3GALT2 A3GALT2P IGBS3S	340			A3GALT2	A3GALT2P IGBS3S	8/12/20	43
C9JRZ8	AKR1B15	316			AKR1B15		8/12/20	88
Q9Y2D8	SSX2IP KIAA0923	614			SSX2IP	KIAA0923	8/12/20	168
Q9H2P0	ADNP ADNP1 KIAA0784	1102			ADNP	ADNP1 KIAA0784	8/12/20	178
P08588	ADRB1 ADRB1R B1AR	477			ADRB1	ADRB1R B1AR	8/12/20	206
Q86TW2	ADCK1	530			ADCK1		8/12/20	134
Q9Y4W6	AFG3L2	797			AFG3L2		8/12/20	196
Q9BUB4	ADAT1	502			ADAT1		8/12/20	131
Q96DY2	IQCD DRC10	449			IQCD	DRC10	8/12/20	129
Q96SC8	DMRTA2 DMRT5	542			DMRTA2	DMRT5	8/12/20	122
O75461	E2F6	281			E2F6		8/12/20	183
P68104	EEF1A1 EEF1A EF1A LENG7	462			EEF1A1	EEF1A EF1A LENG7	8/12/20	190
Q99956	DUSP9 MKP4	384			DUSP9	MKP4	8/12/20	173
A0A1B0GTR0	EDDM13	161			EDDM13		8/12/20	21
Q99613	EIF3C EIF3S8	913			EIF3C	EIF3S8	8/12/20	202
P60228	EIF3E EIF3S6 INT6	445			EIF3E	EIF3S6 INT6	8/12/20	182
P29323	EPHB2 DRT EPHT3 EPTH3 ERK HEK5 TYRO5	1055			EPHB2	DRT EPHT3 EPTH3 ERK HEK5 TYRO5	8/12/20	238
O00472	ELL2	640			ELL2		8/12/20	158
O60869	EDF1	148			EDF1		8/12/20	176
O60739	EIF1B	113			EIF1B		8/12/20	161
Q16206	ENOX2 COVA1	610			ENOX2	COVA1	8/12/20	169
A8MWA6	FAM90A22P FAM90A22	464			FAM90A22P	FAM90A22	8/12/20	55
Q08E93	FAM27E3	113			FAM27E3		8/12/20	78
Q6NZ36	FAAP20 C1orf86 FP7162	180		FP7162	FAAP20	C1orf86	8/12/20	125
Q9H201	EPN3	632			EPN3		8/12/20	157
O75354	ENTPD6 CD39L2 IL6ST2	484			ENTPD6	CD39L2 IL6ST2	8/12/20	183
Q9H6T0	ESRP2 RBM35B PP7059	727		PP7059	ESRP2	RBM35B	8/12/20	146
A6NE21	FAM90A18P FAM90A18; FAM90A19P FAM90A19	464	; 	; 	FAM90A18P; FAM90A19P	FAM90A18; FAM90A19	8/12/20	68
Q92817	EVPL	2033			EVPL		8/12/20	170
Q8IZU0	FAM9B	186			FAM9B		8/12/20	128
Q969W3	FAM104A	186			FAM104A		8/12/20	121
Q13480	GAB1	694			GAB1		8/12/20	185
Q5CZC0	FSIP2	6907			FSIP2		8/12/20	96
P25089	FPR3 FPRH1 FPRL2	353			FPR3	FPRH1 FPRL2	8/12/20	167
Q9NZ52	GGA3 KIAA0154	723			GGA3	KIAA0154	8/12/20	206
Q9BSJ2	TUBGCP2 GCP2	902			TUBGCP2	GCP2	8/12/20	179
P62879	GNB2	340			GNB2		8/12/20	172
Q9NW75	GPATCH2 GPATC2	528			GPATCH2	GPATC2	8/12/20	132
Q6PRD1	GPR179 GPR158L GPR158L1	2367			GPR179	GPR158L GPR158L1	8/12/20	123
Q96CH1	GPR146 PGR8	333			GPR146	PGR8	8/12/20	131
Q86SR1	GALNT10	603			GALNT10		8/12/20	158
Q7LDG7	RASGRP2 CDC25L MCG7	609			RASGRP2	CDC25L MCG7	8/12/20	153
Q8N0V5	GCNT2 GCNT5 II NACGT1	402			GCNT2	GCNT5 II NACGT1	8/12/20	129
Q9NZD2	GLTP	209			GLTP		8/12/20	161
Q14416	GRM2 GPRC1B MGLUR2	872			GRM2	GPRC1B MGLUR2	8/12/20	163
Q14749	GNMT	295			GNMT		8/12/20	184
P54257	HAP1 HAP2 HLP1	671			HAP1	HAP2 HLP1	8/12/20	162
Q12849	GRSF1	480			GRSF1		8/12/20	175
Q9H4S2	GSX1 GSH1	264			GSX1	GSH1	8/12/20	148
Q14832	GRM3 GPRC1C MGLUR3	879			GRM3	GPRC1C MGLUR3	8/12/20	178
O14929	HAT1 KAT1	419			HAT1	KAT1	8/12/20	181
Q9ULT8	HECTD1 KIAA1131	2610			HECTD1	KIAA1131	8/12/20	183
Q9UM44	HHLA2	414			HHLA2		8/12/20	155
Q96JK4	HHIPL1 HHIP2 KIAA1822 UNQ9245/PRO34761	782		UNQ9245/PRO34761	HHIPL1	HHIP2 KIAA1822	8/12/20	131
Q8NE63	HIPK4	616			HIPK4		8/12/20	144
O94992	HEXIM1 CLP1 EDG1 HIS1 MAQ1	359			HEXIM1	CLP1 EDG1 HIS1 MAQ1	8/12/20	149
Q9H2X6	HIPK2	1198			HIPK2		8/12/20	202
Q8WVB3	HEXD HEXDC	486			HEXD	HEXDC	8/12/20	130
Q9UBX0	HESX1 HANF	185			HESX1	HANF	8/12/20	175
Q5T8I9	HENMT1 C1orf59	393			HENMT1	C1orf59	8/12/20	114
P0DMV8	HSPA1A HSP72 HSPA1 HSX70	641			HSPA1A	HSP72 HSPA1 HSX70	8/12/20	54
P01772	IGHV3-33	117			IGHV3-33		8/12/20	132
A0A0C4DH34	IGHV4-28	117			IGHV4-28		8/12/20	37
A0A0B4J1V7	IGHV7-81	117			IGHV7-81		8/12/20	30
A0A0C4DH41	IGHV4-61	118			IGHV4-61		8/12/20	37
P61978	HNRNPK HNRPK	463			HNRNPK	HNRPK	8/12/20	200
O43365	HOXA3 HOX1E	443			HOXA3	HOX1E	8/12/20	181
Q86T24	ZBTB33 KAISO ZNF348	672			ZBTB33	KAISO ZNF348	8/12/20	160
Q8N5M9	JAGN1	183			JAGN1		8/12/20	125
Q9UHH9	IP6K2 IHPK2 TCCCIA00113	426		TCCCIA00113	IP6K2	IHPK2	8/12/20	161
P27144	AK4 AK3 AK3L1	223			AK4	AK3 AK3L1	8/12/20	199
Q96DU7	ITPKC IP3KC	683			ITPKC	IP3KC	8/12/20	142
P05412	JUN	331			JUN		8/12/20	251
Q8TEX9	IPO4 IMP4B RANBP4	1081			IPO4	IMP4B RANBP4	8/12/20	180
Q08881	ITK EMT LYK	620			ITK	EMT LYK	8/12/20	213
Q9NQX7	ITM2C BRI3 hucep-14 NPD018 PSEC0047	267		hucep-14 NPD018 PSEC0047	ITM2C	BRI3	8/12/20	162
P78413	IRX4 IRXA3	519			IRX4	IRXA3	8/12/20	158
Q96AT1	KIAA1143	154			KIAA1143		8/12/20	130
Q13387	MAPK8IP2 IB2 JIP2 PRKM8IPL	824			MAPK8IP2	IB2 JIP2 PRKM8IPL	8/12/20	175
Q9NVR5	DNAAF2 C14orf104 KTU	837			DNAAF2	C14orf104 KTU	8/12/20	147
P08727	KRT19	400			KRT19		8/12/20	208
Q07666	KHDRBS1 SAM68	443			KHDRBS1	SAM68	8/12/20	204
B2CW77	KLLN	178			KLLN		8/12/20	70
Q9NRX6	TMEM167B C1orf119 AD-020	74		AD-020	TMEM167B	C1orf119	8/12/20	129
P01611	IGKV1D-12	117			IGKV1D-12		8/12/20	120
Q9NQR1	KMT5A PRSET7 SET07 SET8 SETD8	393			KMT5A	PRSET7 SET07 SET8 SETD8	8/12/20	186
P41229	KDM5C DXS1272E JARID1C SMCX XE169	1560			KDM5C	DXS1272E JARID1C SMCX XE169	8/12/20	202
Q9P266	JCAD KIAA1462	1359			JCAD	KIAA1462	8/12/20	121
Q53GT1	KLHL22	634			KLHL22		8/12/20	135
Q3LI62	KRTAP20-4 KAP20.4	44			KRTAP20-4	KAP20.4	8/12/20	58
A8MX34	KRTAP29-1 KAP29.2	341			KRTAP29-1	KAP29.2	8/12/20	81
O14649	KCNK3 TASK TASK1	394			KCNK3	TASK TASK1	8/12/20	177
A8MYU2	KCNU1 KCNMA3 KCNMC1 SLO3	1149			KCNU1	KCNMA3 KCNMC1 SLO3	8/12/20	119
